paper_key,doi,title,source_api,client,client_label,attempt_order,status,elapsed_ms,is_error
doi:10.1016/j.amolm.2025.100076,10.1016/j.amolm.2025.100076,Antibacterial potential of Trichoderma bioactive metabolites in managing Staphylococcus aureus infection: Integrated molecular modeling approaches,elsevier,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/j.amolm.2025.100076,10.1016/j.amolm.2025.100076,Antibacterial potential of Trichoderma bioactive metabolites in managing Staphylococcus aureus infection: Integrated molecular modeling approaches,elsevier,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1016/j.microb.2025.100499,10.1016/j.microb.2025.100499,The effect of Sri Lankan bee honey on wound infection and dysentery causing pathogens and its synergy with oxacillin against Methicillin Resistance Staphylococcus aureus,elsevier,elsevier,Elsevier,1,success,2531.0,False
doi:10.1016/j.microb.2025.100499,10.1016/j.microb.2025.100499,The effect of Sri Lankan bee honey on wound infection and dysentery causing pathogens and its synergy with oxacillin against Methicillin Resistance Staphylococcus aureus,elsevier,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/j.microb.2025.100499,10.1016/j.microb.2025.100499,The effect of Sri Lankan bee honey on wound infection and dysentery causing pathogens and its synergy with oxacillin against Methicillin Resistance Staphylococcus aureus,elsevier,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/j.microb.2025.100499,10.1016/j.microb.2025.100499,The effect of Sri Lankan bee honey on wound infection and dysentery causing pathogens and its synergy with oxacillin against Methicillin Resistance Staphylococcus aureus,elsevier,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1016/j.microb.2025.100499,10.1016/j.microb.2025.100499,The effect of Sri Lankan bee honey on wound infection and dysentery causing pathogens and its synergy with oxacillin against Methicillin Resistance Staphylococcus aureus,elsevier,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/j.microb.2025.100499,10.1016/j.microb.2025.100499,The effect of Sri Lankan bee honey on wound infection and dysentery causing pathogens and its synergy with oxacillin against Methicillin Resistance Staphylococcus aureus,elsevier,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1021/acs.jcim.2c00057.s001,10.1021/acs.jcim.2c00057.s001,Quantum Mechanics/Molecular Mechanics Studies on the Catalytic Mechanism of a Novel Esterase (FmtA) of Staphylococcus aureus,crossref,elsevier,Elsevier,1,attempted_no_success_unlogged,,
doi:10.1021/acs.jcim.2c00057.s001,10.1021/acs.jcim.2c00057.s001,Quantum Mechanics/Molecular Mechanics Studies on the Catalytic Mechanism of a Novel Esterase (FmtA) of Staphylococcus aureus,crossref,europe_pmc,Europe PMC,2,attempted_no_success_unlogged,,
doi:10.1021/acs.jcim.2c00057.s001,10.1021/acs.jcim.2c00057.s001,Quantum Mechanics/Molecular Mechanics Studies on the Catalytic Mechanism of a Novel Esterase (FmtA) of Staphylococcus aureus,crossref,pmc,PMC,3,attempted_no_success_unlogged,,
doi:10.1021/acs.jcim.2c00057.s001,10.1021/acs.jcim.2c00057.s001,Quantum Mechanics/Molecular Mechanics Studies on the Catalytic Mechanism of a Novel Esterase (FmtA) of Staphylococcus aureus,crossref,semantic_scholar,Semantic Scholar,4,attempted_no_success_unlogged,,
doi:10.1021/acs.jcim.2c00057.s001,10.1021/acs.jcim.2c00057.s001,Quantum Mechanics/Molecular Mechanics Studies on the Catalytic Mechanism of a Novel Esterase (FmtA) of Staphylococcus aureus,crossref,unpaywall,Unpaywall,5,attempted_no_success_unlogged,,
doi:10.1021/acs.jcim.2c00057.s001,10.1021/acs.jcim.2c00057.s001,Quantum Mechanics/Molecular Mechanics Studies on the Catalytic Mechanism of a Novel Esterase (FmtA) of Staphylococcus aureus,crossref,openalex,OpenAlex,6,attempted_no_success_unlogged,,
doi:10.1016/s0378-1097(00)00194-4,10.1016/S0378-1097(00)00194-4,Identification of a fmtA -like gene that has similarity to other PBPs and β-lactamases in Staphylococcus aureus,elsevier,elsevier,Elsevier,1,success,1906.0,False
doi:10.1016/s0378-1097(00)00194-4,10.1016/S0378-1097(00)00194-4,Identification of a fmtA -like gene that has similarity to other PBPs and β-lactamases in Staphylococcus aureus,elsevier,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/s0378-1097(00)00194-4,10.1016/S0378-1097(00)00194-4,Identification of a fmtA -like gene that has similarity to other PBPs and β-lactamases in Staphylococcus aureus,elsevier,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/s0378-1097(00)00194-4,10.1016/S0378-1097(00)00194-4,Identification of a fmtA -like gene that has similarity to other PBPs and β-lactamases in Staphylococcus aureus,elsevier,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1016/s0378-1097(00)00194-4,10.1016/S0378-1097(00)00194-4,Identification of a fmtA -like gene that has similarity to other PBPs and β-lactamases in Staphylococcus aureus,elsevier,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/s0378-1097(00)00194-4,10.1016/S0378-1097(00)00194-4,Identification of a fmtA -like gene that has similarity to other PBPs and β-lactamases in Staphylococcus aureus,elsevier,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1128/aac.43.9.2121,10.1128/aac.43.9.2121,"Characterization of fmtA , a Gene That Modulates the Expression of Methicillin Resistance in Staphylococcus aureus",openalex,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1128/aac.43.9.2121,10.1128/aac.43.9.2121,"Characterization of fmtA , a Gene That Modulates the Expression of Methicillin Resistance in Staphylococcus aureus",openalex,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1128/aac.43.9.2121,10.1128/aac.43.9.2121,"Characterization of fmtA , a Gene That Modulates the Expression of Methicillin Resistance in Staphylococcus aureus",openalex,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1128/aac.43.9.2121,10.1128/aac.43.9.2121,"Characterization of fmtA , a Gene That Modulates the Expression of Methicillin Resistance in Staphylococcus aureus",openalex,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.1128/aac.43.9.2121,10.1128/aac.43.9.2121,"Characterization of fmtA , a Gene That Modulates the Expression of Methicillin Resistance in Staphylococcus aureus",openalex,unpaywall,Unpaywall,5,success,35500.0,False
doi:10.1128/aac.43.9.2121,10.1128/aac.43.9.2121,"Characterization of fmtA , a Gene That Modulates the Expression of Methicillin Resistance in Staphylococcus aureus",openalex,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1016/j.jphotochem.2026.117208,10.1016/j.jphotochem.2026.117208,Unravelling the molecular interaction of ferulic acid with recombinant Nrf2 using fluorescence spectroscopy and MD simulation,scopus,elsevier,Elsevier,1,success,2922.0,False
doi:10.1016/j.jphotochem.2026.117208,10.1016/j.jphotochem.2026.117208,Unravelling the molecular interaction of ferulic acid with recombinant Nrf2 using fluorescence spectroscopy and MD simulation,scopus,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/j.jphotochem.2026.117208,10.1016/j.jphotochem.2026.117208,Unravelling the molecular interaction of ferulic acid with recombinant Nrf2 using fluorescence spectroscopy and MD simulation,scopus,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/j.jphotochem.2026.117208,10.1016/j.jphotochem.2026.117208,Unravelling the molecular interaction of ferulic acid with recombinant Nrf2 using fluorescence spectroscopy and MD simulation,scopus,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1016/j.jphotochem.2026.117208,10.1016/j.jphotochem.2026.117208,Unravelling the molecular interaction of ferulic acid with recombinant Nrf2 using fluorescence spectroscopy and MD simulation,scopus,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/j.jphotochem.2026.117208,10.1016/j.jphotochem.2026.117208,Unravelling the molecular interaction of ferulic acid with recombinant Nrf2 using fluorescence spectroscopy and MD simulation,scopus,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1007/s11030-025-11155-0,10.1007/s11030-025-11155-0,Evaluating the ability of in silico identified hit compounds to bind Staphylococcus aureus LcpASA using steered molecular dynamics simulations,scopus,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1007/s11030-025-11155-0,10.1007/s11030-025-11155-0,Evaluating the ability of in silico identified hit compounds to bind Staphylococcus aureus LcpASA using steered molecular dynamics simulations,scopus,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1007/s11030-025-11155-0,10.1007/s11030-025-11155-0,Evaluating the ability of in silico identified hit compounds to bind Staphylococcus aureus LcpASA using steered molecular dynamics simulations,scopus,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1007/s11030-025-11155-0,10.1007/s11030-025-11155-0,Evaluating the ability of in silico identified hit compounds to bind Staphylococcus aureus LcpASA using steered molecular dynamics simulations,scopus,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.1007/s11030-025-11155-0,10.1007/s11030-025-11155-0,Evaluating the ability of in silico identified hit compounds to bind Staphylococcus aureus LcpASA using steered molecular dynamics simulations,scopus,unpaywall,Unpaywall,5,attempted_before_success_unlogged,,
doi:10.1007/s11030-025-11155-0,10.1007/s11030-025-11155-0,Evaluating the ability of in silico identified hit compounds to bind Staphylococcus aureus LcpASA using steered molecular dynamics simulations,scopus,openalex,OpenAlex,6,success,51734.0,False
doi:scopus_id:105028652870,SCOPUS_ID:105028652870,Research progress on the inflammatory effects of the basic functional components of microorganisms in different environmental media.,scopus,elsevier,Elsevier,1,attempted_no_success_unlogged,,
doi:scopus_id:105028652870,SCOPUS_ID:105028652870,Research progress on the inflammatory effects of the basic functional components of microorganisms in different environmental media.,scopus,europe_pmc,Europe PMC,2,attempted_no_success_unlogged,,
doi:scopus_id:105028652870,SCOPUS_ID:105028652870,Research progress on the inflammatory effects of the basic functional components of microorganisms in different environmental media.,scopus,pmc,PMC,3,attempted_no_success_unlogged,,
doi:scopus_id:105028652870,SCOPUS_ID:105028652870,Research progress on the inflammatory effects of the basic functional components of microorganisms in different environmental media.,scopus,semantic_scholar,Semantic Scholar,4,attempted_no_success_unlogged,,
doi:scopus_id:105028652870,SCOPUS_ID:105028652870,Research progress on the inflammatory effects of the basic functional components of microorganisms in different environmental media.,scopus,unpaywall,Unpaywall,5,attempted_no_success_unlogged,,
doi:scopus_id:105028652870,SCOPUS_ID:105028652870,Research progress on the inflammatory effects of the basic functional components of microorganisms in different environmental media.,scopus,openalex,OpenAlex,6,attempted_no_success_unlogged,,
doi:10.3390/antibiotics14020112,10.3390/antibiotics14020112,The Secondary Resistome of Methicillin-Resistant Staphylococcus aureus to β-Lactam Antibiotics.,europe_pmc,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.3390/antibiotics14020112,10.3390/antibiotics14020112,The Secondary Resistome of Methicillin-Resistant Staphylococcus aureus to β-Lactam Antibiotics.,europe_pmc,europe_pmc,Europe PMC,2,success,4968.0,False
doi:10.3390/antibiotics14020112,10.3390/antibiotics14020112,The Secondary Resistome of Methicillin-Resistant Staphylococcus aureus to β-Lactam Antibiotics.,europe_pmc,pmc,PMC,3,not_attempted_after_success,,
doi:10.3390/antibiotics14020112,10.3390/antibiotics14020112,The Secondary Resistome of Methicillin-Resistant Staphylococcus aureus to β-Lactam Antibiotics.,europe_pmc,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.3390/antibiotics14020112,10.3390/antibiotics14020112,The Secondary Resistome of Methicillin-Resistant Staphylococcus aureus to β-Lactam Antibiotics.,europe_pmc,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.3390/antibiotics14020112,10.3390/antibiotics14020112,The Secondary Resistome of Methicillin-Resistant Staphylococcus aureus to β-Lactam Antibiotics.,europe_pmc,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1038/s41598-025-24255-6,10.1038/s41598-025-24255-6,Exploring the inhibition mechanisms of momordin Ic on S. aureus serine/threonine phosphatase (Stp1) using theoretical and experimental approaches.,europe_pmc,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1038/s41598-025-24255-6,10.1038/s41598-025-24255-6,Exploring the inhibition mechanisms of momordin Ic on S. aureus serine/threonine phosphatase (Stp1) using theoretical and experimental approaches.,europe_pmc,europe_pmc,Europe PMC,2,success,6797.0,False
doi:10.1038/s41598-025-24255-6,10.1038/s41598-025-24255-6,Exploring the inhibition mechanisms of momordin Ic on S. aureus serine/threonine phosphatase (Stp1) using theoretical and experimental approaches.,europe_pmc,pmc,PMC,3,not_attempted_after_success,,
doi:10.1038/s41598-025-24255-6,10.1038/s41598-025-24255-6,Exploring the inhibition mechanisms of momordin Ic on S. aureus serine/threonine phosphatase (Stp1) using theoretical and experimental approaches.,europe_pmc,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1038/s41598-025-24255-6,10.1038/s41598-025-24255-6,Exploring the inhibition mechanisms of momordin Ic on S. aureus serine/threonine phosphatase (Stp1) using theoretical and experimental approaches.,europe_pmc,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1038/s41598-025-24255-6,10.1038/s41598-025-24255-6,Exploring the inhibition mechanisms of momordin Ic on S. aureus serine/threonine phosphatase (Stp1) using theoretical and experimental approaches.,europe_pmc,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1128/jb.182.6.1650-1658.2000,10.1128/JB.182.6.1650-1658.2000,Penicillin-Binding Protein-Related Factor A Is Required for Proper Chromosome Segregation in Bacillus subtilis,semantic_scholar,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1128/jb.182.6.1650-1658.2000,10.1128/JB.182.6.1650-1658.2000,Penicillin-Binding Protein-Related Factor A Is Required for Proper Chromosome Segregation in Bacillus subtilis,semantic_scholar,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1128/jb.182.6.1650-1658.2000,10.1128/JB.182.6.1650-1658.2000,Penicillin-Binding Protein-Related Factor A Is Required for Proper Chromosome Segregation in Bacillus subtilis,semantic_scholar,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1128/jb.182.6.1650-1658.2000,10.1128/JB.182.6.1650-1658.2000,Penicillin-Binding Protein-Related Factor A Is Required for Proper Chromosome Segregation in Bacillus subtilis,semantic_scholar,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.1128/jb.182.6.1650-1658.2000,10.1128/JB.182.6.1650-1658.2000,Penicillin-Binding Protein-Related Factor A Is Required for Proper Chromosome Segregation in Bacillus subtilis,semantic_scholar,unpaywall,Unpaywall,5,success,2781.0,False
doi:10.1128/jb.182.6.1650-1658.2000,10.1128/JB.182.6.1650-1658.2000,Penicillin-Binding Protein-Related Factor A Is Required for Proper Chromosome Segregation in Bacillus subtilis,semantic_scholar,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1038/s41598-024-59489-3,10.1038/s41598-024-59489-3,In silico exploration of phenolics as modulators of penicillin binding protein (PBP) 2× of Streptococcus pneumoniae,semantic_scholar,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1038/s41598-024-59489-3,10.1038/s41598-024-59489-3,In silico exploration of phenolics as modulators of penicillin binding protein (PBP) 2× of Streptococcus pneumoniae,semantic_scholar,europe_pmc,Europe PMC,2,success,4703.0,False
doi:10.1038/s41598-024-59489-3,10.1038/s41598-024-59489-3,In silico exploration of phenolics as modulators of penicillin binding protein (PBP) 2× of Streptococcus pneumoniae,semantic_scholar,pmc,PMC,3,not_attempted_after_success,,
doi:10.1038/s41598-024-59489-3,10.1038/s41598-024-59489-3,In silico exploration of phenolics as modulators of penicillin binding protein (PBP) 2× of Streptococcus pneumoniae,semantic_scholar,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1038/s41598-024-59489-3,10.1038/s41598-024-59489-3,In silico exploration of phenolics as modulators of penicillin binding protein (PBP) 2× of Streptococcus pneumoniae,semantic_scholar,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1038/s41598-024-59489-3,10.1038/s41598-024-59489-3,In silico exploration of phenolics as modulators of penicillin binding protein (PBP) 2× of Streptococcus pneumoniae,semantic_scholar,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1039/d4sc04937c,10.1039/d4sc04937c,Structural basis of Pseudomonas aeruginosa penicillin binding protein 3 inhibition by the siderophore-antibiotic cefiderocol,semantic_scholar,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1039/d4sc04937c,10.1039/d4sc04937c,Structural basis of Pseudomonas aeruginosa penicillin binding protein 3 inhibition by the siderophore-antibiotic cefiderocol,semantic_scholar,europe_pmc,Europe PMC,2,success,5703.0,False
doi:10.1039/d4sc04937c,10.1039/d4sc04937c,Structural basis of Pseudomonas aeruginosa penicillin binding protein 3 inhibition by the siderophore-antibiotic cefiderocol,semantic_scholar,pmc,PMC,3,not_attempted_after_success,,
doi:10.1039/d4sc04937c,10.1039/d4sc04937c,Structural basis of Pseudomonas aeruginosa penicillin binding protein 3 inhibition by the siderophore-antibiotic cefiderocol,semantic_scholar,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1039/d4sc04937c,10.1039/d4sc04937c,Structural basis of Pseudomonas aeruginosa penicillin binding protein 3 inhibition by the siderophore-antibiotic cefiderocol,semantic_scholar,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1039/d4sc04937c,10.1039/d4sc04937c,Structural basis of Pseudomonas aeruginosa penicillin binding protein 3 inhibition by the siderophore-antibiotic cefiderocol,semantic_scholar,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1016/j.jmgm.2022.108262,10.1016/j.jmgm.2022.108262,In-silico functional and structural annotation of hypothetical protein from Klebsiella pneumonia: A potential drug target,elsevier,elsevier,Elsevier,1,success,4047.0,False
doi:10.1016/j.jmgm.2022.108262,10.1016/j.jmgm.2022.108262,In-silico functional and structural annotation of hypothetical protein from Klebsiella pneumonia: A potential drug target,elsevier,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/j.jmgm.2022.108262,10.1016/j.jmgm.2022.108262,In-silico functional and structural annotation of hypothetical protein from Klebsiella pneumonia: A potential drug target,elsevier,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/j.jmgm.2022.108262,10.1016/j.jmgm.2022.108262,In-silico functional and structural annotation of hypothetical protein from Klebsiella pneumonia: A potential drug target,elsevier,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1016/j.jmgm.2022.108262,10.1016/j.jmgm.2022.108262,In-silico functional and structural annotation of hypothetical protein from Klebsiella pneumonia: A potential drug target,elsevier,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/j.jmgm.2022.108262,10.1016/j.jmgm.2022.108262,In-silico functional and structural annotation of hypothetical protein from Klebsiella pneumonia: A potential drug target,elsevier,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1016/j.nucmedbio.2015.09.008,10.1016/j.nucmedbio.2015.09.008,Development of novel PET probes targeting phosphatidylinositol 3-kinase (PI3K) in tumors,elsevier,elsevier,Elsevier,1,success,4812.0,False
doi:10.1016/j.nucmedbio.2015.09.008,10.1016/j.nucmedbio.2015.09.008,Development of novel PET probes targeting phosphatidylinositol 3-kinase (PI3K) in tumors,elsevier,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/j.nucmedbio.2015.09.008,10.1016/j.nucmedbio.2015.09.008,Development of novel PET probes targeting phosphatidylinositol 3-kinase (PI3K) in tumors,elsevier,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/j.nucmedbio.2015.09.008,10.1016/j.nucmedbio.2015.09.008,Development of novel PET probes targeting phosphatidylinositol 3-kinase (PI3K) in tumors,elsevier,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1016/j.nucmedbio.2015.09.008,10.1016/j.nucmedbio.2015.09.008,Development of novel PET probes targeting phosphatidylinositol 3-kinase (PI3K) in tumors,elsevier,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/j.nucmedbio.2015.09.008,10.1016/j.nucmedbio.2015.09.008,Development of novel PET probes targeting phosphatidylinositol 3-kinase (PI3K) in tumors,elsevier,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1016/0378-1097(91)90498-y,10.1016/0378-1097(91)90498-y,Detection of penicillin-binding proteins immunologically related to penicillin-binding protein 5 of Enterococcus hirae ATCC 9790 in Enterococcus faecium and Enterococcus faecalis,crossref,elsevier,Elsevier,1,attempted_no_success_unlogged,,
doi:10.1016/0378-1097(91)90498-y,10.1016/0378-1097(91)90498-y,Detection of penicillin-binding proteins immunologically related to penicillin-binding protein 5 of Enterococcus hirae ATCC 9790 in Enterococcus faecium and Enterococcus faecalis,crossref,europe_pmc,Europe PMC,2,attempted_no_success_unlogged,,
doi:10.1016/0378-1097(91)90498-y,10.1016/0378-1097(91)90498-y,Detection of penicillin-binding proteins immunologically related to penicillin-binding protein 5 of Enterococcus hirae ATCC 9790 in Enterococcus faecium and Enterococcus faecalis,crossref,pmc,PMC,3,attempted_no_success_unlogged,,
doi:10.1016/0378-1097(91)90498-y,10.1016/0378-1097(91)90498-y,Detection of penicillin-binding proteins immunologically related to penicillin-binding protein 5 of Enterococcus hirae ATCC 9790 in Enterococcus faecium and Enterococcus faecalis,crossref,semantic_scholar,Semantic Scholar,4,attempted_no_success_unlogged,,
doi:10.1016/0378-1097(91)90498-y,10.1016/0378-1097(91)90498-y,Detection of penicillin-binding proteins immunologically related to penicillin-binding protein 5 of Enterococcus hirae ATCC 9790 in Enterococcus faecium and Enterococcus faecalis,crossref,unpaywall,Unpaywall,5,attempted_no_success_unlogged,,
doi:10.1016/0378-1097(91)90498-y,10.1016/0378-1097(91)90498-y,Detection of penicillin-binding proteins immunologically related to penicillin-binding protein 5 of Enterococcus hirae ATCC 9790 in Enterococcus faecium and Enterococcus faecalis,crossref,openalex,OpenAlex,6,attempted_no_success_unlogged,,
doi:10.1007/3-540-29832-0_1225,10.1007/3-540-29832-0_1225,Penicillin-binding Protein,crossref,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1007/3-540-29832-0_1225,10.1007/3-540-29832-0_1225,Penicillin-binding Protein,crossref,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1007/3-540-29832-0_1225,10.1007/3-540-29832-0_1225,Penicillin-binding Protein,crossref,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1007/3-540-29832-0_1225,10.1007/3-540-29832-0_1225,Penicillin-binding Protein,crossref,semantic_scholar,Semantic Scholar,4,success,58953.0,False
doi:10.1007/3-540-29832-0_1225,10.1007/3-540-29832-0_1225,Penicillin-binding Protein,crossref,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1007/3-540-29832-0_1225,10.1007/3-540-29832-0_1225,Penicillin-binding Protein,crossref,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1371/journal.pone.0010146,10.1371/journal.pone.0010146,Identification of Genes Involved in Polysaccharide-Independent Staphylococcus aureus Biofilm Formation,openalex,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1371/journal.pone.0010146,10.1371/journal.pone.0010146,Identification of Genes Involved in Polysaccharide-Independent Staphylococcus aureus Biofilm Formation,openalex,europe_pmc,Europe PMC,2,success,8218.0,False
doi:10.1371/journal.pone.0010146,10.1371/journal.pone.0010146,Identification of Genes Involved in Polysaccharide-Independent Staphylococcus aureus Biofilm Formation,openalex,pmc,PMC,3,not_attempted_after_success,,
doi:10.1371/journal.pone.0010146,10.1371/journal.pone.0010146,Identification of Genes Involved in Polysaccharide-Independent Staphylococcus aureus Biofilm Formation,openalex,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1371/journal.pone.0010146,10.1371/journal.pone.0010146,Identification of Genes Involved in Polysaccharide-Independent Staphylococcus aureus Biofilm Formation,openalex,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1371/journal.pone.0010146,10.1371/journal.pone.0010146,Identification of Genes Involved in Polysaccharide-Independent Staphylococcus aureus Biofilm Formation,openalex,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1073/pnas.1209126109,10.1073/pnas.1209126109,Methicillin resistance in Staphylococcus aureus requires glycosylated wall teichoic acids,openalex,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1073/pnas.1209126109,10.1073/pnas.1209126109,Methicillin resistance in Staphylococcus aureus requires glycosylated wall teichoic acids,openalex,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1073/pnas.1209126109,10.1073/pnas.1209126109,Methicillin resistance in Staphylococcus aureus requires glycosylated wall teichoic acids,openalex,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1073/pnas.1209126109,10.1073/pnas.1209126109,Methicillin resistance in Staphylococcus aureus requires glycosylated wall teichoic acids,openalex,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.1073/pnas.1209126109,10.1073/pnas.1209126109,Methicillin resistance in Staphylococcus aureus requires glycosylated wall teichoic acids,openalex,unpaywall,Unpaywall,5,success,27453.0,False
doi:10.1073/pnas.1209126109,10.1073/pnas.1209126109,Methicillin resistance in Staphylococcus aureus requires glycosylated wall teichoic acids,openalex,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1038/s41467-020-15966-7,10.1038/s41467-020-15966-7,Intracellular Staphylococcus aureus persisters upon antibiotic exposure,openalex,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1038/s41467-020-15966-7,10.1038/s41467-020-15966-7,Intracellular Staphylococcus aureus persisters upon antibiotic exposure,openalex,europe_pmc,Europe PMC,2,success,6703.0,False
doi:10.1038/s41467-020-15966-7,10.1038/s41467-020-15966-7,Intracellular Staphylococcus aureus persisters upon antibiotic exposure,openalex,pmc,PMC,3,not_attempted_after_success,,
doi:10.1038/s41467-020-15966-7,10.1038/s41467-020-15966-7,Intracellular Staphylococcus aureus persisters upon antibiotic exposure,openalex,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1038/s41467-020-15966-7,10.1038/s41467-020-15966-7,Intracellular Staphylococcus aureus persisters upon antibiotic exposure,openalex,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1038/s41467-020-15966-7,10.1038/s41467-020-15966-7,Intracellular Staphylococcus aureus persisters upon antibiotic exposure,openalex,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1021/acsomega.4c06520,10.1021/acsomega.4c06520,"Structural, CSD, Molecular Docking, Molecular Dynamics, and Hirshfeld Surface Analysis of a New Mesogen, Methyl-4-(5-(4-(octyloxy)phenyl)-1,2,4-oxadiazol-3-yl)benzoate.",europe_pmc,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1021/acsomega.4c06520,10.1021/acsomega.4c06520,"Structural, CSD, Molecular Docking, Molecular Dynamics, and Hirshfeld Surface Analysis of a New Mesogen, Methyl-4-(5-(4-(octyloxy)phenyl)-1,2,4-oxadiazol-3-yl)benzoate.",europe_pmc,europe_pmc,Europe PMC,2,success,1843.0,False
doi:10.1021/acsomega.4c06520,10.1021/acsomega.4c06520,"Structural, CSD, Molecular Docking, Molecular Dynamics, and Hirshfeld Surface Analysis of a New Mesogen, Methyl-4-(5-(4-(octyloxy)phenyl)-1,2,4-oxadiazol-3-yl)benzoate.",europe_pmc,pmc,PMC,3,not_attempted_after_success,,
doi:10.1021/acsomega.4c06520,10.1021/acsomega.4c06520,"Structural, CSD, Molecular Docking, Molecular Dynamics, and Hirshfeld Surface Analysis of a New Mesogen, Methyl-4-(5-(4-(octyloxy)phenyl)-1,2,4-oxadiazol-3-yl)benzoate.",europe_pmc,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
